_time,_value
2021-06-06T10:38:46Z,57.62741470336914
2021-06-06T10:38:47Z,12.236578941345215
2021-06-06T10:39:02Z,24.42786407470703
2021-06-06T10:39:03Z,12.259224891662598
2021-06-06T10:39:17Z,26.903865814208984
2021-06-06T10:39:18Z,12.251676559448242
2021-06-06T10:39:31Z,0
2021-06-06T10:39:32Z,28.526853561401367
2021-06-06T10:39:33Z,12.26677417755127
2021-06-06T10:39:46Z,0
2021-06-06T10:39:47Z,28.096572875976562
2021-06-06T10:39:48Z,12.24412727355957
2021-06-06T10:40:01Z,0
2021-06-06T10:40:02Z,31.00285530090332
2021-06-06T10:40:03Z,12.26677417755127
2021-06-06T10:40:16Z,0
2021-06-06T10:40:17Z,50.048439025878906
2021-06-06T10:40:18Z,12.26677417755127
2021-06-06T10:40:31Z,0
2021-06-06T10:40:32Z,52.94717025756836
2021-06-06T10:40:33Z,12.221481323242188
2021-06-06T10:40:46Z,0
2021-06-06T10:40:47Z,53.030208587646484
2021-06-06T10:40:48Z,12.229029655456543
2021-06-06T10:41:02Z,56.759307861328125
2021-06-06T10:41:04Z,12.24412727355957
2021-06-06T10:41:18Z,26.050853729248047
2021-06-06T10:41:19Z,12.236578941345215
2021-06-06T10:41:33Z,27.839914321899414
2021-06-06T10:41:34Z,12.20638370513916
2021-06-06T10:41:47Z,0
2021-06-06T10:41:48Z,27.160524368286133
2021-06-06T10:41:49Z,12.161090850830078
2021-06-06T10:42:02Z,0
2021-06-06T10:42:03Z,26.986902236938477
2021-06-06T10:42:04Z,10.658883094787598
2021-06-06T10:42:05Z,5.004843711853027
2021-06-06T10:42:06Z,4.899160861968994
2021-06-06T10:42:17Z,0
2021-06-06T10:42:19Z,12.198834419250488
2021-06-06T10:42:32Z,0
2021-06-06T10:42:33Z,50.55420684814453
2021-06-06T10:42:34Z,12.198834419250488
2021-06-06T10:42:47Z,0
2021-06-06T10:42:48Z,50.901451110839844
2021-06-06T10:42:49Z,12.274322509765625
2021-06-06T10:43:03Z,52.17719268798828
2021-06-06T10:43:04Z,12.26677417755127
2021-06-06T10:43:18Z,57.56702423095703
2021-06-06T10:43:20Z,12.274322509765625
2021-06-06T10:43:34Z,28.443817138671875
2021-06-06T10:43:35Z,12.296969413757324
2021-06-06T10:43:48Z,0
2021-06-06T10:43:49Z,26.986902236938477
2021-06-06T10:43:50Z,12.251676559448242
2021-06-06T10:44:03Z,0
2021-06-06T10:44:04Z,29.976221084594727
2021-06-06T10:44:05Z,12.26677417755127
2021-06-06T10:44:18Z,0
2021-06-06T10:44:19Z,32.28614807128906
2021-06-06T10:44:20Z,12.259224891662598
2021-06-06T10:44:33Z,0
2021-06-06T10:44:35Z,12.26677417755127
2021-06-06T10:44:48Z,0
2021-06-06T10:44:49Z,55.16651153564453
2021-06-06T10:44:50Z,12.26677417755127
2021-06-06T10:45:04Z,57.80858612060547
2021-06-06T10:45:05Z,12.259224891662598
2021-06-06T10:45:19Z,57.29526901245117
2021-06-06T10:45:20Z,12.221481323242188
2021-06-06T10:45:35Z,25.960268020629883
2021-06-06T10:45:36Z,12.229029655456543
2021-06-06T10:45:49Z,0
2021-06-06T10:45:50Z,26.47358512878418
2021-06-06T10:45:51Z,12.236578941345215
2021-06-06T10:46:04Z,0
2021-06-06T10:46:06Z,12.236578941345215
2021-06-06T10:46:20Z,0
2021-06-06T10:46:21Z,12.236578941345215
2021-06-06T10:46:35Z,0
2021-06-06T10:46:36Z,12.168639183044434
2021-06-06T10:46:50Z,0
2021-06-06T10:46:51Z,25.363914489746094
2021-06-06T10:46:52Z,12.251676559448242
2021-06-06T10:47:05Z,0
2021-06-06T10:47:06Z,28.609891891479492
2021-06-06T10:47:07Z,12.26677417755127
2021-06-06T10:47:21Z,28.35323143005371
2021-06-06T10:47:22Z,12.26677417755127
2021-06-06T10:47:36Z,57.79349136352539
2021-06-06T10:47:37Z,12.251676559448242
2021-06-06T10:47:50Z,0
2021-06-06T10:47:52Z,12.251676559448242
2021-06-06T10:48:05Z,0
2021-06-06T10:48:07Z,12.24412727355957
2021-06-06T10:48:21Z,0
2021-06-06T10:48:22Z,12.259224891662598
2021-06-06T10:48:36Z,0
2021-06-06T10:48:37Z,28.783512115478516
2021-06-06T10:48:38Z,12.229029655456543
2021-06-06T10:48:51Z,0
2021-06-06T10:48:52Z,29.553489685058594
2021-06-06T10:48:53Z,12.251676559448242
2021-06-06T10:49:06Z,0
2021-06-06T10:49:07Z,55.50620651245117
2021-06-06T10:49:08Z,12.221481323242188
2021-06-06T10:49:21Z,0
2021-06-06T10:49:22Z,28.27019500732422
2021-06-06T10:49:23Z,12.213932037353516
2021-06-06T10:49:36Z,0
2021-06-06T10:49:37Z,57.80858612060547
2021-06-06T10:49:38Z,12.221481323242188
2021-06-06T10:49:52Z,53.3774528503418
2021-06-06T10:49:53Z,12.24412727355957
2021-06-06T10:50:07Z,57.80858612060547
2021-06-06T10:50:08Z,12.24412727355957
2021-06-06T10:50:22Z,57.370758056640625
2021-06-06T10:50:23Z,12.274322509765625
2021-06-06T10:50:36Z,0
2021-06-06T10:50:38Z,12.274322509765625
2021-06-06T10:50:52Z,0
2021-06-06T10:50:53Z,12.251676559448242
2021-06-06T10:51:07Z,0
2021-06-06T10:51:08Z,26.13389015197754
2021-06-06T10:51:09Z,12.24412727355957
2021-06-06T10:51:22Z,0
2021-06-06T10:51:23Z,28.187158584594727
2021-06-06T10:51:24Z,12.251676559448242
2021-06-06T10:51:37Z,0
2021-06-06T10:51:38Z,56.67626953125
2021-06-06T10:51:39Z,12.26677417755127
2021-06-06T10:51:53Z,57.370758056640625
2021-06-06T10:51:54Z,12.236578941345215
2021-06-06T10:52:08Z,52.43385314941406
2021-06-06T10:52:09Z,12.251676559448242
2021-06-06T10:52:23Z,53.286865234375
2021-06-06T10:52:24Z,12.221481323242188
2021-06-06T10:52:37Z,0
2021-06-06T10:52:39Z,12.221481323242188
2021-06-06T10:52:53Z,0
2021-06-06T10:52:54Z,12.236578941345215
2021-06-06T10:53:08Z,0
2021-06-06T10:53:09Z,12.183736801147461
2021-06-06T10:53:23Z,0
2021-06-06T10:53:24Z,30.829233169555664
2021-06-06T10:53:25Z,12.198834419250488
2021-06-06T10:53:38Z,0
2021-06-06T10:53:39Z,56.09501266479492
2021-06-06T10:53:40Z,12.251676559448242
2021-06-06T10:53:53Z,0
2021-06-06T10:53:54Z,57.8010368347168
2021-06-06T10:53:55Z,12.236578941345215
2021-06-06T10:54:09Z,57.77839279174805
2021-06-06T10:54:10Z,12.236578941345215
2021-06-06T10:54:24Z,57.0008659362793
