_time,_value
2021-06-08T22:00:24Z,2.7423832416534424
2021-06-08T22:00:49Z,2.7899389266967773
2021-06-08T22:01:14Z,2.7661612033843994
2021-06-08T22:01:39Z,2.758235216140747
2021-06-08T22:02:04Z,2.7661612033843994
2021-06-08T22:02:30Z,2.710679292678833
2021-06-08T22:02:55Z,2.7503092288970947
2021-06-08T22:03:19Z,2.73445725440979
2021-06-08T22:03:45Z,2.7423832416534424
2021-06-08T22:04:10Z,2.7661612033843994
2021-06-08T22:04:35Z,2.7423832416534424
2021-06-08T22:05:00Z,2.7503092288970947
2021-06-08T22:05:25Z,2.710679292678833
2021-06-08T22:05:50Z,2.7661612033843994
2021-06-08T22:06:15Z,2.73445725440979
2021-06-08T22:06:40Z,2.7265312671661377
2021-06-08T22:07:05Z,2.782012939453125
2021-06-08T22:07:30Z,2.7423832416534424
2021-06-08T22:07:55Z,2.7661612033843994
2021-06-08T22:08:20Z,2.7740869522094727
2021-06-08T22:08:45Z,2.7265312671661377
2021-06-08T22:09:10Z,2.7503092288970947
2021-06-08T22:09:35Z,2.7027533054351807
2021-06-08T22:10:00Z,2.7423832416534424
2021-06-08T22:10:25Z,2.73445725440979
2021-06-08T22:10:50Z,2.7265312671661377
2021-06-08T22:11:15Z,2.73445725440979
2021-06-08T22:11:40Z,2.7265312671661377
2021-06-08T22:12:06Z,2.73445725440979
2021-06-08T22:12:31Z,2.758235216140747
2021-06-08T22:12:56Z,2.7186052799224854
2021-06-08T22:13:21Z,2.73445725440979
2021-06-08T22:13:46Z,2.782012939453125
2021-06-08T22:14:11Z,2.7503092288970947
2021-06-08T22:14:36Z,2.782012939453125
2021-06-08T22:15:01Z,2.7423832416534424
2021-06-08T22:15:26Z,2.7503092288970947
2021-06-08T22:15:51Z,2.782012939453125
2021-06-08T22:16:16Z,2.7186052799224854
2021-06-08T22:16:41Z,2.7503092288970947
2021-06-08T22:17:06Z,2.7423832416534424
2021-06-08T22:17:31Z,2.7423832416534424
2021-06-08T22:17:56Z,2.7503092288970947
2021-06-08T22:18:21Z,2.710679292678833
2021-06-08T22:18:46Z,2.7423832416534424
2021-06-08T22:19:11Z,2.7661612033843994
2021-06-08T22:19:36Z,2.7899389266967773
2021-06-08T22:20:02Z,2.710679292678833
2021-06-08T22:20:26Z,2.7503092288970947
2021-06-08T22:20:51Z,2.7186052799224854
2021-06-08T22:21:16Z,2.7423832416534424
2021-06-08T22:21:42Z,2.758235216140747
2021-06-08T22:22:07Z,2.7661612033843994
2021-06-08T22:22:32Z,2.7423832416534424
2021-06-08T22:22:57Z,2.7503092288970947
2021-06-08T22:23:22Z,2.7661612033843994
2021-06-08T22:23:47Z,2.73445725440979
2021-06-08T22:24:12Z,2.7661612033843994
2021-06-08T22:24:37Z,2.758235216140747
2021-06-08T22:25:02Z,2.7423832416534424
2021-06-08T22:25:27Z,2.758235216140747
2021-06-08T22:25:52Z,2.7265312671661377
2021-06-08T22:26:17Z,2.7265312671661377
2021-06-08T22:26:42Z,2.7423832416534424
2021-06-08T22:27:07Z,2.7265312671661377
2021-06-08T22:27:32Z,2.7423832416534424
2021-06-08T22:27:57Z,2.7265312671661377
2021-06-08T22:28:22Z,2.7265312671661377
2021-06-08T22:28:47Z,2.7423832416534424
2021-06-08T22:29:12Z,2.73445725440979
2021-06-08T22:29:37Z,2.7423832416534424
2021-06-08T22:30:02Z,2.782012939453125
2021-06-08T22:30:28Z,2.7423832416534424
2021-06-08T22:30:52Z,2.7661612033843994
2021-06-08T22:31:17Z,2.7265312671661377
2021-06-08T22:31:43Z,2.7740869522094727
2021-06-08T22:32:08Z,2.7503092288970947
2021-06-08T22:32:33Z,2.7186052799224854
2021-06-08T22:32:58Z,2.7265312671661377
2021-06-08T22:33:23Z,2.7423832416534424
2021-06-08T22:33:48Z,2.7027533054351807
2021-06-08T22:34:13Z,2.7503092288970947
2021-06-08T22:34:38Z,2.7186052799224854
2021-06-08T22:35:03Z,2.7423832416534424
2021-06-08T22:35:28Z,2.7503092288970947
2021-06-08T22:35:53Z,2.7027533054351807
2021-06-08T22:36:18Z,2.7423832416534424
2021-06-08T22:36:43Z,2.7265312671661377
2021-06-08T22:37:08Z,2.73445725440979
2021-06-08T22:37:33Z,2.7661612033843994
2021-06-08T22:37:58Z,2.7503092288970947
2021-06-08T22:38:23Z,2.7661612033843994
2021-06-08T22:38:48Z,2.7740869522094727
2021-06-08T22:39:13Z,2.73445725440979
2021-06-08T22:39:38Z,2.7265312671661377
2021-06-08T22:40:03Z,2.73445725440979
2021-06-08T22:40:28Z,2.758235216140747
2021-06-08T22:40:53Z,2.7423832416534424
2021-06-08T22:41:18Z,2.7265312671661377
2021-06-08T22:41:44Z,2.7186052799224854
2021-06-08T22:42:09Z,2.7265312671661377
2021-06-08T22:42:34Z,2.7265312671661377
2021-06-08T22:42:58Z,2.7423832416534424
2021-06-08T22:43:24Z,2.73445725440979
2021-06-08T22:43:49Z,2.7186052799224854
2021-06-08T22:44:14Z,2.7186052799224854
2021-06-08T22:44:39Z,2.758235216140747
2021-06-08T22:45:04Z,2.73445725440979
2021-06-08T22:45:29Z,2.758235216140747
2021-06-08T22:45:54Z,2.7423832416534424
2021-06-08T22:46:19Z,2.73445725440979
2021-06-08T22:46:44Z,2.7661612033843994
2021-06-08T22:47:09Z,2.7186052799224854
2021-06-08T22:47:34Z,2.7423832416534424
2021-06-08T22:47:59Z,2.7027533054351807
2021-06-08T22:48:24Z,2.7265312671661377
2021-06-08T22:48:49Z,2.758235216140747
2021-06-08T22:49:14Z,2.7186052799224854
2021-06-08T22:49:39Z,2.7503092288970947
2021-06-08T22:50:05Z,2.7027533054351807
2021-06-08T22:50:29Z,2.7423832416534424
2021-06-08T22:50:54Z,2.6948273181915283
2021-06-08T22:51:20Z,2.73445725440979
2021-06-08T22:51:45Z,2.7661612033843994
2021-06-08T22:52:10Z,2.710679292678833
2021-06-08T22:52:35Z,2.758235216140747
2021-06-08T22:53:00Z,2.7265312671661377
2021-06-08T22:53:25Z,2.7503092288970947
2021-06-08T22:53:50Z,2.7265312671661377
2021-06-08T22:54:15Z,2.7740869522094727
2021-06-08T22:54:40Z,2.782012939453125
2021-06-08T22:55:05Z,2.73445725440979
2021-06-08T22:55:30Z,2.758235216140747
2021-06-08T22:55:55Z,2.73445725440979
2021-06-08T22:56:20Z,2.7899389266967773
2021-06-08T22:56:45Z,2.7423832416534424
2021-06-08T22:57:10Z,2.7899389266967773
2021-06-08T22:57:35Z,2.7265312671661377
2021-06-08T22:58:00Z,2.758235216140747
2021-06-08T22:58:26Z,2.7265312671661377
2021-06-08T22:58:51Z,3.0039401054382324
2021-06-08T22:59:16Z,2.7265312671661377
2021-06-08T22:59:41Z,2.7503092288970947
2021-06-08T23:00:06Z,2.7661612033843994
2021-06-08T23:00:31Z,2.782012939453125
2021-06-08T23:01:46Z,2.7265312671661377
2021-06-08T23:02:11Z,2.7978649139404297
2021-06-08T23:02:36Z,2.7423832416534424
2021-06-08T23:03:01Z,2.7423832416534424
2021-06-08T23:03:26Z,2.7503092288970947
2021-06-08T23:03:51Z,2.73445725440979
2021-06-08T23:04:16Z,2.7503092288970947
